Shaker,Java,10000,0.0893791
DualPivotQuickSort,Java,10000,0.0047334
Heap,Java,10000,0.0020106
Merge,Java,10000,0.0027884
Radix,Java,10000,0.0041701
Shaker,Java,100000,8.5268375
DualPivotQuickSort,Java,100000,0.0121028
Heap,Java,100000,0.010581
Merge,Java,100000,0.0125993
Radix,Java,100000,0.0230533
Shaker,Java,1000000,746.5178677
DualPivotQuickSort,Java,1000000,0.1229348
Heap,Java,1000000,0.1308337
Merge,Java,1000000,0.1328703
Radix,Java,1000000,0.1428362
